"M";"FOM";"U1";"U2";"U3";"U4";"U5";"U6";"U7";"K1";"K2";"K3";"K4";"K5";"K6";"K7";"L1";"L2";"L3";"L4";"L5";"L6";"G1";"G2";"G3";"G4";"G5";"G6";"P1";"P2";"P3";"P4";"P5";"P6";"M1";"M2";"M3";"M4";"M5";"M6";"M7";"M8";"M9";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18";"M19";"M20";"M21";"M22";"M23";"M24";"M25";"M26";"H1";"H2";"H3";"H4";"H5";"H6";"H7";"H8";"H9";"H10";"H11";"H12";"H13";"H14";"H15";"H16";"H17";"H18";"H19";"H20";"H21";"H22";"H23";"H24";"H25";"H26";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"N";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"W001_10";"W001_11";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"D1";"D2";"D3";"D4";"D5";"D6";"D7";"D8"
"549135";"Bonn";7;8;10;10;10;10;10;5;7;3;3;10;5;7;8;10;3;3;7;2;100;300;800;100;200;50;1;2;5;9;4;8;9;9;9;9;8;8;9;9;8;8;8;9;9;8;9;8;7;8;8;8;8;8;8;10;9;9;6;7;0;3;3;3;3;5;3;7;7;10;10;10;10;9;3;9;8;8;7;7;5;10;8;8;10;5;5;3;1;5;5;3;7;7;7;6;4;7;3;7;6;6;7;3;3;6;6;5;6;7;7;7;7;4;5;1;2;7;7;7;80;1;5;3;3;1;"53225";NA
"550614";"Bonn";7;10;10;5;10;10;0;10;0;2;10;10;0;3;0;5;0;0;0;5;100;300;900;100;100;100;5;5;5;5;5;5;0;10;0;10;10;5;5;0;0;10;10;0;0;0;10;0;5;8;7;10;10;10;10;10;10;3;0;5;0;5;0;0;0;0;0;10;7;0;0;0;10;0;2;3;1;9;9;0;0;9;9;0;5;1;1;0;0;0;0;3;1;1;1;1;1;5;5;5;5;4;4;1;1;1;1;1;1;4;4;3;4;1;1;1;1;2;1;5;53;1;3;1;2;2;"53879";1
"549254";"Bonn";5;6;6;7;5;6;8;10;8;6;8;10;6;8;5;8;4;5;4;6;300;200;500;100;50;50;0;4;2;6;4;4;6;8;4;2;2;2;2;2;0;6;6;8;4;4;6;8;4;8;4;5;NA;0;0;10;4;8;0;6;0;2;0;0;0;6;0;8;6;8;8;6;6;8;4;8;2;6;8;0;6;8;2;6;8;0;0;0;0;0;0;3;5;4;5;5;1;6;3;6;5;3;6;2;2;4;1;3;1;6;3;3;3;6;4;3;3;6;4;6;22;1;3;1;2;3;"56743";1
"550614";"Bonn";10;10;10;10;8;10;7;10;1;10;5;10;0;0;NA;0;0;NA;NA;NA;NA;200;400;NA;NA;NA;0;0;0;5;0;0;10;10;0;0;5;5;0;0;NA;0;5;5;8;8;8;10;8;2;10;0;10;0;10;0;0;10;0;10;0;0;0;0;0;5;0;5;5;5;2;8;10;8;2;10;0;10;0;0;0;10;10;10;8;6;1;0;0;0;0;3;1;1;1;1;6;6;6;7;4;7;4;1;1;1;1;1;2;5;5;4;5;1;1;1;1;1;1;4;84;2;5;1;1;3;"91550";NA
"553387";"Bonn";7;6;5;8;10;6;8;3;4;2;5;8;7;3;1;8;3;2;3;2;50;200;250;50;100;50;7;6;2;8;2;1;7;6;2;8;2;1;1;4;1;9;10;3;2;6;7;10;4;5;1;8;9;7;6;10;7;8;0;2;0;1;0;0;0;6;1;10;9;1;1;8;9;10;2;4;0;9;8;4;8;10;8;9;9;7;2;1;1;4;0;3;5;2;4;4;5;6;3;6;7;3;4;2;2;3;6;6;4;4;6;6;2;2;1;1;3;3;6;6;72;1;5;1;2;3;"51674";NA
"549609";"Bonn";8;7;10;10;9;9;7;7;6;6;8;10;5;10;10;10;8;8;8;8;NA;NA;NA;NA;NA;NA;7;8;8;8;6;8;3;6;3;6;2;1;0;0;2;6;8;NA;NA;NA;NA;NA;9;8;8;8;8;8;10;8;9;8;8;9;0;9;8;0;0;10;10;10;10;NA;NA;NA;NA;NA;0;10;0;5;3;3;2;10;10;10;9;0;5;0;0;2;0;1;5;2;4;7;7;3;3;2;7;5;7;7;7;7;2;1;3;7;4;3;5;6;7;2;5;5;5;7;27;2;3;3;3;2;"66424";3
"554259";"Bonn";9;8;8;10;8;7;7;10;8;9;9;10;3;7;8;10;9;8;8;3;200;300;250;300;350;50;7;10;9;9;8;4;7;8;7;8;10;10;8;10;8;9;9;8;7;8;8;7;10;10;7;5;6;6;4;10;10;9;5;6;4;3;10;10;8;10;8;10;10;7;7;8;8;7;10;10;6;2;2;4;1;10;10;10;10;10;10;5;10;8;10;1;5;6;2;2;4;6;5;7;7;7;6;7;7;6;5;6;7;7;5;5;4;3;5;5;7;6;2;3;66;2;5;3;1;1;"53175";NA
"549135";"Bonn";7;5;8;7;7;5;5;10;6;10;5;10;5;6;5;6;7;7;5;5;20;10;0;110;80;180;5;7;10;6;10;5;7;5;0;10;4;7;8;6;5;5;5;6;4;5;5;4;5;7;4;5;8;7;5;8;8;5;10;7;0;10;4;8;8;4;2;4;4;5;3;5;5;3;2;8;4;4;6;4;5;8;7;5;7;3;3;3;0;4;4;3;5;4;2;4;6;7;5;6;6;4;4;7;6;4;3;5;6;6;7;6;6;4;6;4;5;4;5;4;16;1;1;3;1;4;"53639";NA
"550614";"Bonn";10;10;10;10;10;8;8;9;9;9;8;10;6;10;1;6;0;1;1;1;30;260;540;100;100;40;7;7;5;7;3;4;10;10;2;10;8;7;8;7;7;9;9;0;0;0;5;2;5;6;4;10;0;0;5;5;5;5;1;2;0;10;6;6;5;7;7;9;9;0;0;0;2;2;5;6;2;5;0;0;2;8;7;0;7;0;0;0;0;0;0;3;3;3;3;4;3;1;1;5;2;7;5;7;7;5;5;5;5;6;6;6;6;4;5;1;5;5;1;3;37;2;3;3;1;4;"53881";NA
"549641";"Bonn";10;9;10;9;9;10;8;8;9;7;9;10;6;10;8;9;7;8;5;2;100;450;900;50;150;5;5;5;5;7;7;10;5;5;5;5;5;5;5;5;0;8;8;5;5;5;5;5;5;6;5;7;10;5;5;8;7;7;0;2;0;2;2;2;0;10;0;5;5;0;0;10;10;0;3;7;3;10;0;5;7;10;7;7;10;0;0;0;0;0;0;3;1;2;1;1;2;2;1;4;5;5;4;1;1;1;1;1;1;5;2;2;1;1;1;2;1;4;1;6;40;2;3;3;2;2;"53840";3
