"M";"FOM";"U1";"U2";"U3";"U4";"U5";"U6";"U7";"K1";"K2";"K3";"K4";"K5";"K6";"K7";"L1";"L2";"L3";"L4";"L5";"L6";"G1";"G2";"G3";"G4";"G5";"G6";"P1";"P2";"P3";"P4";"P5";"P6";"M1";"M2";"M3";"M4";"M5";"M6";"M7";"M8";"M9";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18";"M19";"M20";"M21";"M22";"M23";"M24";"M25";"M26";"H1";"H2";"H3";"H4";"H5";"H6";"H7";"H8";"H9";"H10";"H11";"H12";"H13";"H14";"H15";"H16";"H17";"H18";"H19";"H20";"H21";"H22";"H23";"H24";"H25";"H26";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"N";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"W001_10";"W001_11";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"D1";"D2";"D3";"D4";"D5";"D6";"D7";"D8"
"521487";"München";10;10;10;10;10;10;8;10;10;10;10;10;8;10;0;3;0;0;0;0;100;600;1200;100;50;30;6;4;0;8;10;10;10;10;2;8;3;2;2;10;6;10;10;8;8;8;8;10;10;10;10;10;8;6;10;10;10;10;6;8;0;4;0;0;0;8;0;10;10;10;8;8;8;6;8;6;8;10;8;4;6;8;10;8;10;0;0;0;0;0;0;3;2;1;1;1;1;2;1;7;4;7;5;1;3;2;1;1;1;3;1;1;1;5;6;2;3;4;6;6;67;1;5;2;2;2;"86899";NA
"550435";"München";3;6;5;5;5;4;6;6;6;4;4;5;4;5;7;7;4;5;2;1;400;700;850;70;40;200;9;4;7;5;7;6;5;6;5;9;5;4;6;8;6;3;5;5;5;7;4;7;5;6;5;6;5;6;7;4;8;8;7;4;6;5;7;5;6;4;4;5;5;4;5;5;4;5;6;5;5;6;9;7;4;5;7;5;8;4;8;7;6;6;8;3;4;2;4;2;5;1;3;2;3;4;1;4;3;6;5;5;6;5;3;3;5;4;2;3;4;4;3;5;64;1;3;1;2;1;"81667";1
"552532";"München";8;6;7;7;7;5;6;3;6;4;8;2;9;10;0;6;8;3;1;0;350;200;290;80;50;20;6;9;3;5;2;0;8;6;3;9;10;7;5;7;6;9;8;6;7;5;6;4;5;4;4;4;9;10;6;7;8;6;3;2;4;3;5;6;0;6;2;8;7;5;6;9;8;0;8;5;2;8;5;3;7;5;4;4;2;1;3;1;1;0;1;3;1;3;2;2;4;4;5;2;3;1;3;5;6;4;5;3;4;3;2;3;5;4;5;6;7;4;5;4;75;1;5;3;3;3;"95233";NA
"550837";"München";7;8;9;8;8;10;7;10;8;8;9;10;5;10;8;10;8;8;8;8;300;200;600;100;300;30;8;NA;8;7;8;6;8;10;8;9;8;8;8;8;7;8;8;9;9;9;9;9;9;9;6;8;9;2;5;8;8;9;2;7;0;2;8;6;5;5;5;7;7;8;8;8;9;8;8;8;5;4;8;0;5;9;8;9;10;5;5;8;2;5;0;3;4;4;1;1;1;5;5;7;7;6;5;6;5;5;6;3;3;5;2;2;2;4;1;1;1;1;1;1;54;1;3;1;3;2;"85345";3
"550364";"München";10;9;10;8;10;9;10;10;7;10;10;10;7;10;9;10;10;10;10;10;500;250;300;50;1000;50;2;8;6;10;1;7;10;10;5;10;10;9;7;6;6;9;10;10;7;7;9;6;9;8;9;9;9;2;10;5;6;10;4;2;0;3;6;6;2;7;1;7;5;7;7;7;4;3;1;6;2;3;7;0;6;7;9;9;9;2;2;0;0;1;0;3;6;5;3;3;1;4;1;6;6;4;7;1;2;2;3;1;1;2;1;5;2;1;1;1;1;5;2;5;60;1;3;3;4;3;"85586";1
"384358";"München";10;10;10;10;9;9;9;9;6;9;8;10;9;9;3;2;2;3;4;4;100;300;300;100;150;50;2;1;2;3;2;3;10;10;9;10;7;7;2;8;0;10;10;10;9;9;8;9;9;10;10;8;10;7;10;9;9;10;8;10;4;7;5;3;2;7;0;10;9;8;6;8;6;4;7;9;6;5;8;2;8;9;8;9;10;3;2;0;0;6;0;3;6;5;4;5;3;3;2;6;6;6;6;5;6;5;4;3;5;7;4;3;4;2;2;3;6;6;2;7;69;2;5;3;3;1;"85591";1
"554095";"München";10;10;10;10;10;9;8;10;7;4;9;10;4;10;8;10;6;6;7;7;70;150;700;20;150;NA;6;9;5;7;8;8;8;10;7;7;7;7;7;3;0;10;10;8;7;4;7;5;9;8;10;9;9;0;10;6;8;10;10;8;0;2;7;8;3;0;0;6;7;8;9;10;8;0;0;4;2;0;7;0;5;10;9;8;10;9;7;0;0;7;0;3;6;6;1;2;1;6;1;3;6;6;6;1;1;2;1;1;4;6;1;1;1;3;7;6;4;7;3;6;27;2;3;1;2;2;"85521";1
"547221";"München";8;8;6;5;9;9;5;8;2;4;4;10;5;10;2;9;0;9;7;10;80;350;650;200;200;20;9;5;8;10;4;10;7;10;7;10;8;4;2;10;0;10;10;6;7;4;5;10;10;10;10;10;10;6;8;9;10;9;10;10;7;8;2;3;2;10;0;7;6;10;4;5;7;7;8;7;9;2;7;5;5;7;7;7;10;2;5;7;0;2;8;3;1;3;1;2;1;2;1;1;6;7;6;3;2;2;1;6;7;7;2;1;1;6;6;5;4;3;5;7;77;2;3;1;2;4;"85244";1
"547359";"München";10;7;10;10;10;10;10;10;7;7;10;10;5;5;7;10;7;7;7;7;340;200;290;200;50;50;5;10;7;7;7;10;10;10;7;10;10;10;7;7;5;8;8;10;8;7;10;10;7;10;6;6;6;7;10;10;6;10;0;0;0;0;9;10;1;10;0;3;8;5;9;7;6;0;0;6;0;0;0;0;5;7;1;0;10;0;7;0;0;1;0;3;5;1;1;2;1;3;5;4;5;7;7;4;6;7;7;4;7;1;1;1;1;6;7;7;7;6;7;5;55;2;3;3;NA;2;NA;1
"543223";"München";7;5;5;10;8;6;6;2;0;0;0;9;2;10;7;9;5;1;10;8;150;200;1000;50;50;100;3;5;8;10;8;6;10;9;3;5;0;5;0;3;0;5;5;8;6;7;4;0;1;7;4;5;10;0;8;10;6;10;10;5;0;0;0;0;0;3;0;7;8;8;3;7;2;0;0;7;0;8;10;0;8;6;8;10;10;0;0;0;0;0;0;3;6;4;5;5;2;1;2;4;5;4;6;1;1;3;7;5;5;7;4;5;5;3;3;1;4;6;6;7;30;2;3;2;1;1;"81373";1
