"M";"FOM";"U1";"U2";"U3";"U4";"U5";"U6";"U7";"K1";"K2";"K3";"K4";"K5";"K6";"K7";"L1";"L2";"L3";"L4";"L5";"L6";"G1";"G2";"G3";"G4";"G5";"G6";"P1";"P2";"P3";"P4";"P5";"P6";"M1";"M2";"M3";"M4";"M5";"M6";"M7";"M8";"M9";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18";"M19";"M20";"M21";"M22";"M23";"M24";"M25";"M26";"H1";"H2";"H3";"H4";"H5";"H6";"H7";"H8";"H9";"H10";"H11";"H12";"H13";"H14";"H15";"H16";"H17";"H18";"H19";"H20";"H21";"H22";"H23";"H24";"H25";"H26";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"N";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"W001_10";"W001_11";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"D1";"D2";"D3";"D4";"D5";"D6";"D7";"D8"
"547506";"Hamburg";9;9;9;9;9;9;9;7;7;7;7;7;7;7;7;7;5;6;7;5;150;400;900;100;150;0;7;7;5;4;7;10;8;8;4;5;8;8;7;7;7;8;8;8;8;8;8;5;8;8;8;8;8;8;8;8;8;8;2;8;0;5;8;8;4;7;5;8;8;8;8;8;8;5;5;6;2;3;6;4;4;8;8;6;7;7;6;0;3;6;5;3;3;4;3;3;3;2;2;5;4;6;6;5;6;5;6;5;5;4;6;6;5;4;3;3;6;4;2;5;66;2;3;3;2;3;"22869";1
"540958";"Hamburg";8;6;9;8;10;8;10;8;6;8;8;10;7;8;7;7;7;7;7;7;10;300;450;250;200;30;3;3;3;4;4;7;10;10;6;9;3;2;0;10;0;10;10;10;6;6;8;7;7;8;6;9;10;10;10;10;10;10;2;10;0;4;2;2;0;10;0;7;7;3;8;7;6;7;3;8;7;0;7;2;4;10;10;8;6;0;0;0;0;6;0;3;6;6;3;1;1;6;1;6;7;5;6;4;6;7;3;3;3;3;2;4;1;6;6;3;2;3;6;6;53;2;3;3;3;3;"21423";1
"548620";"Hamburg";8;10;10;8;8;9;9;6;6;5;5;10;6;9;5;7;5;7;8;4;100;200;100;150;200;20;5;5;5;7;8;3;8;8;0;6;9;9;9;9;0;9;8;9;9;9;9;6;9;9;9;10;8;8;8;2;8;8;4;7;0;2;7;8;5;5;0;7;7;8;8;8;8;5;5;6;4;0;4;4;4;2;6;4;10;5;5;0;2;1;3;3;6;6;3;3;3;3;4;7;7;6;6;6;6;6;2;4;4;6;6;5;5;5;7;6;6;6;5;5;67;2;5;1;1;4;"21706";1
"549702";"Hamburg";10;8;9;7;8;7;5;10;8;8;9;10;6;8;5;7;6;6;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;NA;NA;3;3;3;8;NA;8;8;9;9;9;5;9;3;6;4;10;6;6;3;10;10;10;0;8;0;0;0;0;0;8;NA;4;4;9;9;9;2;2;1;4;0;5;3;3;1;8;8;8;6;0;0;0;0;0;0;3;5;3;3;3;1;6;4;7;5;4;4;1;2;5;4;4;4;2;1;3;1;5;4;4;4;1;6;6;59;1;3;1;3;4;"25923";1
"551645";"Hamburg";8;7;7;7;7;7;6;9;9;7;7;7;6;5;6;8;3;5;6;6;50;200;800;120;150;20;NA;NA;NA;NA;NA;NA;8;8;4;8;7;7;7;9;8;8;8;8;9;8;9;10;8;9;9;8;8;8;9;10;10;10;5;7;0;4;6;10;6;7;5;8;7;6;5;6;7;9;5;8;8;7;7;6;7;9;7;9;10;4;7;4;4;5;6;3;7;5;4;4;4;5;4;7;3;5;4;2;3;3;2;3;2;4;4;2;3;1;1;1;4;4;6;7;51;2;3;1;1;1;"22041";1
"551646";"Hamburg";9;7;7;8;8;10;5;6;5;2;3;10;1;9;2;2;2;2;4;4;30;200;300;20;20;20;2;2;2;2;4;4;8;8;1;7;3;3;2;3;0;8;8;6;6;6;7;7;9;8;8;8;9;8;8;8;7;8;7;8;0;4;2;2;2;2;0;5;6;5;6;6;4;4;6;8;8;8;9;7;7;8;1;7;9;6;6;4;1;4;2;3;3;3;1;1;1;7;2;6;6;6;6;2;4;3;3;4;4;7;5;6;5;1;1;2;3;6;1;7;70;1;5;3;1;2;"21614";NA
"547216";"Hamburg";8;8;9;8;8;8;7;10;6;10;9;8;6;10;10;10;10;10;10;10;250;400;1000;50;300;50;3;5;5;5;5;5;8;10;5;10;10;10;10;7;5;10;10;6;0;6;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;0;8;9;6;8;0;7;7;0;0;8;4;6;6;9;10;0;10;0;1;9;1;8;10;0;3;0;0;4;2;3;7;2;1;6;1;7;1;1;3;4;7;2;3;7;1;1;1;2;1;1;1;7;7;1;1;1;1;3;26;2;3;1;3;3;"25421";2
"539742";"Hamburg";10;10;10;10;10;10;10;5;5;2;1;10;1;0;4;8;7;6;4;2;10;10;0;10;0;10;6;10;5;5;5;4;10;7;6;9;10;10;10;7;1;8;8;8;7;7;10;7;10;8;7;7;10;8;10;10;10;10;2;1;0;3;10;10;10;6;0;2;1;4;0;2;1;0;0;2;1;1;0;0;3;9;1;0;10;1;5;0;2;4;10;2;5;3;2;1;1;2;2;6;3;7;6;1;5;3;2;4;1;7;1;3;1;1;5;2;5;5;6;6;19;1;1;5;NA;4;"25492";NA
"549042";"Hamburg";10;10;10;10;10;10;10;10;8;8;9;9;7;7;8;10;8;9;9;6;280;350;800;150;500;100;9;10;7;8;7;6;10;10;10;10;10;10;9;10;8;10;10;9;7;10;10;10;10;10;10;9;10;10;10;10;10;10;10;5;5;6;10;10;10;10;7;10;8;9;8;9;10;10;8;10;10;7;10;10;9;9;7;9;10;5;9;0;2;6;10;2;7;6;4;4;1;7;6;7;6;7;7;1;3;6;1;5;5;6;1;1;1;4;5;2;2;1;5;6;26;2;3;1;3;2;"20255";1
"552915";"Hamburg";9;8;10;8;8;9;9;10;10;10;10;10;7;10;7;10;8;9;8;7;50;200;700;100;20;20;10;10;7;8;7;7;10;10;10;10;9;9;7;8;6;9;9;10;8;10;10;10;8;9;9;8;9;8;10;9;9;9;8;10;0;0;9;9;5;10;0;9;9;10;8;9;7;0;2;9;2;3;8;0;5;9;9;9;9;0;9;0;2;6;5;1;6;6;5;5;4;6;4;6;6;6;6;5;6;6;7;5;5;6;4;4;5;6;6;2;5;6;4;5;24;2;3;3;2;1;NA;1
"552522";"Hamburg";8;8;9;9;8;7;8;1;1;1;2;8;3;4;7;9;8;5;6;6;200;50;537;10;150;50;6;7;6;5;5;5;8;9;7;8;7;7;4;7;2;9;7;7;3;7;7;7;8;9;7;8;8;8;7;8;8;7;1;0;0;0;2;10;0;5;0;4;2;9;0;9;9;5;0;8;0;2;6;0;1;8;2;6;6;0;2;0;1;0;0;3;4;3;3;3;1;5;4;3;6;4;4;1;1;1;1;1;1;5;4;4;2;2;4;1;4;4;4;5;22;1;3;1;1;3;"21039";1
"550290";"Hamburg";10;10;10;10;10;10;10;10;10;10;10;10;10;10;7;10;5;10;8;8;10;400;1600;10;50;0;10;5;8;10;8;10;10;10;10;10;7;8;5;10;8;10;10;10;10;10;10;10;10;10;10;10;10;5;10;10;10;10;10;10;0;10;7;8;5;10;8;10;10;10;10;10;10;10;10;10;5;5;10;5;7;7;7;7;10;2;5;0;0;3;2;3;4;4;2;2;1;4;6;5;7;7;7;4;4;4;2;1;1;4;2;3;4;2;4;2;6;3;4;6;58;2;3;3;2;1;"20249";1
"555350";"Hamburg";10;10;10;10;10;10;10;5;10;8;5;10;10;10;4;4;5;5;5;5;100;300;200;100;100;100;5;2;0;4;0;3;10;10;9;10;10;10;5;5;3;5;5;8;8;10;10;8;10;10;10;6;8;8;10;9;9;9;10;10;0;8;3;3;3;7;1;10;10;10;10;10;10;10;10;10;7;6;10;7;10;10;10;10;6;2;0;0;0;2;0;3;5;5;5;5;7;7;7;7;7;7;7;2;2;2;1;1;2;5;2;3;1;1;1;1;3;1;5;7;66;1;5;3;2;1;"22549";NA
"548526";"Hamburg";8;7;9;7;9;9;7;7;5;5;8;8;NA;NA;6;10;8;7;6;5;50;250;700;50;150;NA;2;8;5;5;2;0;8;10;8;8;8;8;7;9;6;10;10;8;8;8;8;6;5;8;9;8;10;8;10;10;8;7;6;6;0;6;8;9;2;10;7;8;8;10;10;7;7;NA;5;7;3;3;5;0;8;8;10;9;8;0;8;0;0;5;0;1;4;4;4;4;1;5;3;4;5;5;5;2;4;3;1;1;1;1;2;1;1;3;7;4;5;7;3;4;24;2;3;1;1;2;"22851";1
"548620";"Hamburg";5;5;6;5;8;9;5;3;5;5;6;4;2;6;5;7;6;6;8;6;100;150;50;50;80;10;5;3;3;4;3;4;7;8;7;8;5;5;6;7;5;6;5;5;5;5;6;5;5;5;4;5;5;4;5;6;6;5;2;8;1;4;5;7;5;6;1;7;4;3;5;5;4;1;4;6;2;5;5;2;4;7;8;5;10;5;4;4;5;4;5;3;6;5;5;5;5;5;7;7;7;7;7;5;7;7;7;6;7;7;7;5;5;5;4;4;7;4;4;7;70;2;5;1;1;4;"21706";NA
"546764";"Hamburg";10;10;10;8;10;8;10;4;5;10;7;10;3;10;10;10;10;10;10;10;500;100;500;100;500;100;0;10;0;10;10;0;10;10;0;10;5;5;5;10;5;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;0;5;5;5;0;5;0;0;10;0;10;10;10;0;0;NA;0;0;0;0;10;10;10;5;2;2;0;5;5;0;3;7;4;4;7;1;7;4;7;7;7;7;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;42;1;3;3;2;3;"21271";2
"547869";"Hamburg";10;10;8;7;5;7;7;9;8;8;9;7;5;4;10;8;9;9;6;5;100;100;0;0;100;0;6;9;7;8;9;7;8;7;7;7;6;4;4;5;5;7;9;9;8;8;8;9;9;8;7;7;5;5;7;7;6;5;6;8;7;5;6;3;3;2;1;5;5;8;5;5;4;4;7;7;6;6;3;2;4;2;1;2;9;0;8;7;8;9;0;3;2;4;3;2;1;4;5;6;7;6;5;3;2;3;4;5;3;2;2;1;3;5;3;5;4;3;2;1;17;2;1;5;4;1;NA;1
"548925";"Hamburg";7;8;10;9;8;9;9;10;10;7;7;10;0;9;5;7;5;7;3;0;70;800;NA;150;50;10;3;5;3;3;3;0;7;9;9;9;7;3;5;6;0;10;10;10;10;10;10;10;9;7;7;9;8;7;8;10;10;10;0;5;NA;4;5;9;3;4;0;4;8;9;9;10;8;9;5;5;1;0;2;2;4;9;10;7;10;3;3;0;0;2;0;3;6;5;2;1;2;6;2;7;7;7;5;7;7;7;5;5;3;6;4;4;3;5;7;5;7;6;3;5;58;2;4;1;1;3;"66564";3
"550335";"Hamburg";9;9;8;10;10;9;10;10;9;8;8;10;8;9;10;8;8;7;8;8;200;40;0;50;100;50;9;8;8;8;9;9;3;5;5;5;9;8;5;7;7;9;9;7;7;8;9;9;8;8;8;7;8;7;7;9;8;8;2;3;0;2;2;0;0;2;2;4;4;4;8;7;5;3;1;5;3;5;3;2;3;10;0;8;8;2;6;0;0;0;0;3;6;6;3;5;2;5;3;5;5;7;6;5;5;6;5;4;2;5;2;1;4;4;3;2;2;3;2;4;18;1;1;5;1;4;"21643";NA
"544502";"Hamburg";7;7;7;7;7;8;8;8;8;8;8;9;7;8;4;6;5;6;5;5;100;200;650;250;150;50;5;5;4;6;5;6;8;8;9;8;8;8;8;8;8;8;8;8;8;8;8;9;8;8;8;8;7;6;7;8;8;8;8;8;6;7;7;6;6;7;7;8;8;7;7;7;7;7;6;7;5;5;5;4;5;8;8;8;8;7;6;4;2;2;2;3;4;3;4;4;4;4;3;4;5;5;6;4;5;4;3;3;3;5;4;4;3;3;3;3;4;4;3;5;61;2;3;5;1;1;"23554";1
