"M";"FOM";"U1";"U2";"U3";"U4";"U5";"U6";"U7";"K1";"K2";"K3";"K4";"K5";"K6";"K7";"L1";"L2";"L3";"L4";"L5";"L6";"G1";"G2";"G3";"G4";"G5";"G6";"P1";"P2";"P3";"P4";"P5";"P6";"M1";"M2";"M3";"M4";"M5";"M6";"M7";"M8";"M9";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18";"M19";"M20";"M21";"M22";"M23";"M24";"M25";"M26";"H1";"H2";"H3";"H4";"H5";"H6";"H7";"H8";"H9";"H10";"H11";"H12";"H13";"H14";"H15";"H16";"H17";"H18";"H19";"H20";"H21";"H22";"H23";"H24";"H25";"H26";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"N";"W1";"W2";"W3";"W4";"W5";"W6";"W7";"W8";"W9";"W001_10";"W001_11";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"D1";"D2";"D3";"D4";"D5";"D6";"D7";"D8"
"551888";"Köln";9;8;8;8;9;7;6;4;6;7;5;10;3;8;7;8;6;5;8;4;55;45;0;20;10;10;9;5;4;8;4;8;7;6;5;9;7;5;6;4;4;8;8;8;7;9;8;6;8;7;8;8;6;6;7;10;7;8;0;3;0;0;1;10;2;0;3;4;4;4;1;2;3;0;6;3;0;2;7;0;10;9;0;3;9;0;0;0;0;3;0;3;6;7;3;5;1;6;5;4;4;5;6;1;2;1;5;1;2;2;2;1;1;1;2;1;1;4;7;6;19;1;2;5;4;2;"50226";1
"550075";"Köln";8;10;10;10;10;8;8;5;9;8;8;10;5;10;8;10;9;5;5;7;50;500;150;70;0;25;0;5;10;0;0;5;10;10;0;10;3;10;0;5;0;10;10;10;10;10;10;10;10;10;8;0;10;0;8;10;10;7;0;0;0;0;0;3;0;8;0;0;8;10;8;10;5;7;5;9;5;0;5;0;6;10;8;5;10;8;0;0;0;0;0;1;7;4;1;1;6;6;4;7;7;7;7;1;5;1;1;1;1;5;4;1;1;1;1;1;1;6;1;4;74;2;5;5;1;1;"51469";NA
"503494";"Köln";7;7;10;6;5;9;8;8;7;7;8;9;5;3;8;4;4;5;7;3;700;400;810;530;960;740;2;5;7;6;3;6;7;9;5;10;10;9;9;7;6;4;5;10;8;9;7;5;9;10;7;8;7;6;10;7;8;10;2;4;3;1;10;10;10;5;6;6;7;4;2;1;3;2;8;9;4;1;5;2;3;8;5;7;10;3;6;2;8;9;10;2;7;6;2;1;3;5;4;2;5;6;NA;4;5;7;1;2;2;7;5;6;5;4;5;3;6;3;2;3;49;1;3;3;2;4;"51491";1
"534687";"Köln";9;10;9;9;9;10;8;10;8;8;4;10;2;10;7;8;5;7;7;8;90;200;900;150;300;0;7;3;5;5;5;7;10;10;8;10;8;8;8;7;1;10;9;10;10;10;10;10;7;7;10;8;8;10;7;10;10;10;8;10;2;2;1;1;1;10;3;10;7;10;10;10;10;4;5;4;10;1;5;3;5;10;10;8;7;1;1;1;1;1;1;3;7;5;2;3;1;5;4;5;6;5;5;5;6;6;7;6;6;4;2;2;2;1;2;3;2;5;4;4;66;2;3;1;2;2;"50354";1
"550089";"Köln";9;9;9;9;8;8;7;9;2;5;7;10;1;8;2;5;5;5;4;5;80;120;200;50;80;30;2;4;4;3;5;3;8;8;3;3;4;4;4;8;0;10;10;10;5;9;10;5;6;10;3;2;8;0;5;8;8;7;1;8;0;0;1;1;1;5;0;8;8;7;0;8;9;3;2;9;1;2;8;0;2;10;9;8;10;0;0;0;0;0;0;3;7;5;2;1;6;5;4;7;7;7;7;1;3;4;7;7;6;4;1;1;1;2;3;2;2;4;4;5;47;2;3;1;1;4;"53913";1
"540351";"Köln";9;7;9;9;8;7;6;4;8;8;2;5;5;6;2;2;0;2;3;0;30;40;0;40;20;50;0;2;2;2;0;0;9;10;7;10;9;9;8;7;2;4;4;5;4;8;8;8;4;5;6;10;7;3;2;8;4;2;9;10;0;0;0;10;0;3;0;2;2;0;0;0;2;0;0;4;0;0;0;0;1;3;0;0;8;0;0;0;0;5;0;3;7;7;7;7;6;5;2;6;1;4;4;5;4;4;6;6;6;5;7;7;7;6;4;3;3;7;4;5;12;1;1;5;1;1;"51061";NA
"550032";"Köln";7;7;7;7;7;7;7;6;5;6;6;7;6;4;7;6;6;5;5;5;100;200;600;100;200;50;4;4;5;5;3;5;9;7;5;8;6;6;6;7;7;7;7;7;6;7;7;6;6;7;6;6;6;5;5;7;7;6;8;3;1;6;5;4;5;6;7;5;5;7;6;8;8;4;5;7;4;2;5;3;4;5;6;5;7;4;3;2;2;5;2;3;4;3;3;5;5;4;5;4;3;3;3;5;5;4;3;3;5;5;5;5;3;2;2;2;4;4;2;2;29;1;3;3;2;1;"40477";1
"550075";"Köln";8;10;10;10;8;3;5;5;9;5;5;10;2;0;6;4;8;5;8;8;50;150;0;20;150;20;4;8;6;8;0;8;9;10;9;10;6;3;0;7;0;9;8;9;5;7;8;9;6;7;9;9;10;7;8;9;4;9;10;7;3;10;0;5;0;3;0;9;0;0;0;6;5;2;0;0;7;2;6;0;3;1;0;3;8;0;0;0;0;0;0;3;6;6;7;7;1;6;3;7;6;6;6;1;6;7;2;1;1;5;6;4;2;1;5;2;1;7;5;2;21;1;2;2;1;1;"99084";NA
"547218";"Köln";10;8;8;8;8;8;8;10;8;8;10;10;8;10;7;9;7;7;8;7;200;500;1100;100;250;50;8;8;7;9;8;10;10;10;5;10;10;7;10;8;10;10;10;8;5;3;3;7;7;8;8;10;7;7;10;8;7;10;10;8;0;8;8;8;8;8;8;8;6;6;5;3;3;7;6;8;6;8;7;0;8;6;7;8;8;8;8;2;0;5;2;1;5;3;2;3;1;5;5;7;2;7;6;1;5;1;4;4;5;6;3;5;2;2;2;3;1;5;4;5;40;1;3;3;3;1;"21029";1
"547975";"Köln";8;6;10;8;8;8;6;8;8;10;8;10;8;6;6;6;6;6;6;6;150;250;600;250;400;50;5;5;5;5;5;5;8;8;5;6;5;5;5;5;0;8;8;3;3;5;5;5;5;7;1;5;5;0;0;10;10;5;1;0;0;0;4;4;0;5;3;8;8;3;3;3;4;5;5;5;0;0;5;0;0;10;10;5;5;0;0;0;0;0;0;3;5;1;2;2;1;5;3;5;5;3;5;3;5;5;2;4;3;5;3;2;1;1;1;1;1;4;2;3;58;2;3;1;2;3;"51429";1
